_id,Name,Sex,Type,Build,Age,Variety,Reason,AcceptNum,ChipNum,IsSterilization,HairType,Note,Resettlement,Phone,Email,ChildreAnlong,AnimalAnlong,Bodyweight,ImageName
125,蘭D,雌,貓,中,成年,米克斯,,103081102,,已絕育,三花,"姓名:蘭C、蘭D(三花姐妹花)

性別:都是女生

年齡:預計2010年2-3月出生

個性:慢熱怕生,熟了可摸,不太愛抱,比較適合喜歡貓咪較獨立的人或家庭

已施打過預防針、除蚤、已絕育


認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記
",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,,,4KG,http://163.29.39.183/uploads/images/medium/e7d548a3-baa5-4fd5-b48d-20364139b3bc.jpg
126,蘭C,雌,貓,中,年輕,米克斯,,103081101,,已絕育,三花,"姓名:蘭C、蘭D(三花姐妹花)

性別:都是女生

年齡:預計2010年2-3月出生

個性:慢熱怕生,熟了可摸,不太愛抱,比較適合喜歡貓咪較獨立的人或家庭


已施打過預防針、除蚤、已絕育


認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記
",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,,,4KG,http://163.29.39.183/uploads/images/medium/7d7f7715-489d-463b-be11-640702022e06.jpg
127,唧唧,雌,犬,中,成年,米克斯,民眾不擬續養,103080201,900138000388164,未絕育,黃白,"我是唧唧
個性很內向
與人互動雖然不在行
可是我都有在學習唷
從我一開始在動物之家到現在
進步真的是有目共睹的!
希望你們別著急
多給我一些時間還有機會
我一定可以表現的越來越好>O<",臺北市動物之家 收容編號103080201,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/0991febb-2351-4833-8d6f-9cabbcf30660.jpg
128,甯采臣,雄,其他,大,成年,寵物兔,動物救援,103072602,,已絕育,灰,"兔兔姓名：甯采臣
預估歲數：2歲（救援兔僅能預估）
性　　別：男生

民眾在家中附近買消夜回家
看到一位老婆婆提著超大鳥籠在接上
好奇心驅使上前
發現大鳥籠內裝了兩隻兔兔
但走到街口放置後就準備離去
於是前往詢問
老婆婆向民眾辯稱是與人約在這裡接兔子
告知晚上就會有人來帶回
隨即匆匆就離去

民眾不放心(現場野狗多)
於在現現場等候
結果一直等到晚上十二點多
根本都沒有(接兔子)的人出現
於是先帶回安置
並通報給愛兔協會",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/13be8669-eecb-4fb9-af03-94c425d293a2.jpg
129,寶弟,雄,貓,大,年輕,米克斯,,103071802,,已絕育,黑,"姓名:無敵天兵小寶弟

性別:男生

年紀:預估2013年8月出生

個性:
可以形容寶弟的詞 大概就是 皮、天兵、、公關貓、監工、寶貝蛋一個、像狗一樣(可以玩你丟他去撿,但是不會回來)
目前就是人類睡前時他會來大撒嬌 可以摸到爽不太會被咬

他太容易覺得無聊了
所以只好東撥撥西撥撥把東西都推到地上,追人腳、追其它貓咪,再惹怒其它貓咪去追他
需要喜歡貓咪活潑而且有空陪他玩 消耗他體力的家庭
咬這件事 大多是手在他面前晃 讓他覺得是會動的被獵物
這件事還在努力中
但是如果你不會太介意 能接受 其它他會是個不會讓你日子無聊的好貓伴

可以玩你丟我撿
基本上就是狗就是了

建議有養過貓的人認養
已絕育、已施打預防針


認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,不建議,,4.5KG,http://163.29.39.183/uploads/images/medium/f3ee9c4d-b12a-43bf-ab9d-8eaaeaa03869.jpg
130,胖胖,雌,犬,中,老年,米克斯,動物救援,103071608,900138000039296,未絕育,黑,"我是胖胖
是隻多才多藝的聰明優質狗狗
坐下握手換手還有趴下
這些通通都難不倒我
快來動物之家找我
跟我互動後就知道我有多棒了歐^O^
",臺北市動物之家 收容編號103071608,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/a9cc2c53-c868-4dc1-a810-cdc2a8f0d265.jpg
131,瑞瑞,雌,犬,中,成年,米克斯,動物救援,103071011,,未絕育,黑,"我是瑞瑞
個性比較內斂
不過雖然害羞
但只要動作輕點
我是喜歡被摸摸的唷
如果你們喜歡文靜的溫柔女生
選我就對啦~~~~",臺北市動物之家 收容編號103071011,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c3b1342d-463f-404e-a962-6e2375ca32f6.jpg
132,Kiki,雌,犬,小,年輕,米克斯,動物救援,103071001,900138000388400,未絕育,棕,"嘿唷~~~~
我是小可愛Kiki
活力充沛
是個好奇心旺盛的小女生ㄛ!

要認養保育室毛寶貝的把拔馬麻們
可以先跟醫生哥哥姊姊了解過我們的健康狀況再填認養資料唷<3",臺北市動物之家 收容編號103071001,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/9106b0ae-e211-4189-8923-299897f0f75a.jpg
133,阿將,雌,犬,中,成年,米克斯,動物救援,103070907,,未絕育,棕,"大家好，我是阿將，
我喜歡在門邊看著門外的民眾走來走去，
看看會不會遇到我未來的主人。
嘴黑",臺北市動物之家 收容編號103070907, 02-87913062 ,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/91d793f1-6141-44f9-add1-862dfe991db2.jpg
134,泡泡,雄,犬,小,年輕,米克斯,民眾不擬續養,103070801,900138000491441,未絕育,黑白,"嗨~~~
眼睛閃亮亮的勾椎泡泡又跟大家say hello囉
好奇心旺盛又愛撒嬌的好個性絕對會讓你們愛不釋手唷
趕快來帶泡泡回家
讓泡泡成長過程中都有你們的陪伴吧!!!!>O<",臺北市動物之家 收容編號103070801,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d744c9fe-e6d8-443f-9497-f6f5e9c21c09.jpg
135,胖胖,雄,犬,中,成年,米克斯,動物救援,103063010,,未絕育,虎斑,"右後肢骨折、左耳血腫、咬傷

我是胖胖~是迷人的小眼睛帥哥~
有著跟救生員一樣的倒三角身材~還有超有型一立一垂的耳朵
看到這麼酷的狗狗還在等什麼？趕快趁連假來動物之家接我回家~",臺北市動物之家 收容編號103063010,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/6a715699-ee85-46df-aba7-271705929977.jpg
136,虎哥,雄,犬,中,成年,米克斯,民眾不擬續養,103062803,900138000383829,已絕育,虎斑,"打ㄍㄟ後我是虎哥
有著大哥般的嚴肅臉
讓人忍不住稱呼我一聲哥
但別看我這樣
我可是很溫柔的唷
個性也很穩定不躁動
都形容成這樣了你們還不心動嗎
快來動物之家把我帶回家啦!!!!",臺北市動物之家 收容編號103062803,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/6833c5e0-d668-4f04-95f0-dd150b0d7f2d.jpg
137,阿諾,雄,犬,中,老年,米克斯,動物救援,103062606,,未絕育,棕黑,"我是阿諾
雖然我的臉看起來兇兇的
但是我是一個超級乖寶寶喔~
會坐下握手，超聽話的~
也很愛出門運動喔~
趕快趁假日來帶我回家:D", 臺北市動物之家 收容編號103062606,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/518b0709-ac9d-46af-99ad-c3920f508784.jpg
138,木耳,雌,犬,中,成年,米克斯,動物救援,103062405,,未絕育,黑白,"大家好，我是木耳，
我的耳朵黑黑的很像木耳，很可愛吧！
我在動物之家等一個家，快來帶我回家吧！
皮病、頸傷、發情中",臺北市動物之家 收容編號103062405 ,02-87913062 ,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/77b571c6-dc86-438d-8df9-627f69be3b5e.jpg
139,阿桐,雄,犬,中,老年,米克斯,民眾不擬續養,103062015,,未絕育,棕,"驗出心絲蟲(+)

我是阿桐
體型小小的
個性也很溫和笑容超燦爛
適合只想養一隻狗狗陪伴的家庭喔~
假日來動物之家找我有機會可以看到我表演才藝唷~
",臺北市動物之家 收容編號103062015,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/80a69795-98f5-4dda-a396-c1129f4b8ff4.jpg
140,阿清,雄,貓,中,成年,米克斯,民眾不擬續養,103061415,900138000384306,已絕育,虎斑白,"
我是阿清
已經絕育也植入晶片
個性緊張
但是相信多一點時間讓我好好熟悉你
我會是一隻乖乖的好貓咪~
",臺北市動物之家 收容編號103061415,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/dd959153-e4fe-4677-bf0b-3729d589081c.jpg
141,黑花,雄,犬,小,幼齡,米克斯,動物救援,103061019,,未絕育,黑白,"我是黑花
個性害羞緊張
如果太急躁的跟我相處會嚇壞我唷
我有漂亮的眼睛跟可愛的垂耳
快來動物之家看看我吧~",臺北市動物之家 收容編號103061019,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/13e144f3-9a61-404b-88df-0f96958128ff.jpg
142,薄荷,雌,犬,中,成年,米克斯,動物救援,103060612,,未絕育,黑,"我是薄荷
我跟一元住在同一間籠舍
所以一元進步
我當然也要進步呀!
一開始我可是緊張到會兇兇的
但現在我除了會主動親近人
還會對熟悉的人撒嬌呢
話不多說
快來找我們就對了啦~~~~~",臺北市動物之家 收容編號103060612,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/938d88a8-5604-4624-b100-55a9307a9cee.jpg
144,豐豐,雄,犬,中,年輕,米克斯,民眾不擬續養,103052914,900138000383860,未絕育,黑白,"我是豐豐~
雖然我的後腿常常無力，但是我卻是十足的嗨咖唷~
只要能夠帶我出門散步個一下下我就很滿足了，趕快來帶我回家吧~",臺北市動物之家 收容編號103052914,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/43c1ff8d-19b0-4c99-a9fb-6b6986348fa6.jpg
145,Freedom,雄,犬,中,成年,米克斯,動物救援,103052330,,未絕育,黃,"尾傷

我叫Freedom
別看我的體格雄壯威武
其實我的內心是永遠的三月齡
我一輩子都需要一個可以好好愛我的人對我嬰兒抱
天氣開始冷了
你要帶我這個巨無霸暖暖包回家嗎？",臺北市動物之家 收容編號103052330,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d9c33d16-b4c0-437d-87bb-d3989c00bc9f.jpg
146,龍哥,雄,犬,中,成年,米克斯,動物救援,103051905,,未絕育,虎斑,"我是龍哥
雖然這個名子聽起來很霸氣
但我其實一點也不兇
反而是個愛撒嬌、喜歡被摸摸的溫柔男生呢
對熟悉的人甚至還會啟動抱抱模式
還不快來跟迷人的龍哥我互動呀!",臺北市動物之家 收容編號103051905,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/b075b407-37f3-4d0f-a3bf-b0b15adb7589.jpg
147,虎皮,雄,貓,中,成年,米克斯,民眾不擬續養,103051612,900138000388565/900138000383359,已絕育,虎斑,"YO~我是愛睡覺的虎皮
我又回來了
雖然我愛睡覺
但不表示我的脾氣很好
想帶我回家要想清楚唷~",臺北市動物之家 收容編號103051612,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/9bda5d73-6107-4487-99d8-1baaf9ddd367.jpg
148,小黑,雄,犬,中,年輕,米克斯,民眾不擬續養,103051302,,未絕育,黑,"我是小黑
我的個性好動活潑
如果你想要找一個可以跟你衝刺百米的好夥伴那就非我不可啦~
快快快來動物之家找我玩
你一定會愛上我的~",臺北市動物之家 收容編號103051302,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/07e1cf3a-8e82-4527-b66a-b2a2c0f9a979.jpg
149,順順,雄,犬,中,年輕,米克斯,民眾不擬續養,103043010,900138000388241,未絕育,白,"我是順順
可愛溫馴的小帥弟
這個月即將是我在動物之家滿一年的日子
希望可以在週年前找到我專屬的幸福
我這麼可愛
互動後你們一定也會很喜歡我唷^O^",臺北市動物之家 收容編號103043010,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/4d4805fd-26d5-44da-9a81-6d87de25f399.jpg
150,爺爺,雄,犬,中,成年,米克斯,動物救援,103042217,,未絕育,黑,大家好~我的名字叫爺爺，有心絲蟲的我，很需要一個安穩的家，給我一個感受溫暖的機會吧!,臺北市動物之家 收容編號103042217,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/73a301d4-fada-4a83-b366-9733ec2dce41.jpg
151,梨花,雌,犬,中,年輕,米克斯,動物救援,103042002,,未絕育,白,"我是梨花
是個人見人愛的小美女
現在對大家的互動越來越能夠接受
出籠散步也越來越輕鬆自如
進步如此大的我希望有人可以鼓勵我
把我給認養回家呀<3",臺北市動物之家 收容編號103042002,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/09c3a5ca-2ad8-45e6-806c-6fb2c3ee8be3.jpg
152,小夫,雄,犬,中,成年,米克斯,動物救援,103041713,,未絕育,黑,"皮病

我是小夫
身上皮膚狀況雖然讓我看起來沒那麼帥氣
但我還是不斷在努力
希望有人可以注意到我的好
有天能夠有個溫暖的家
除了讓我更帥以外
還能變得更加活潑親人!",臺北市動物之家 收容編號103041713,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/2ebf57f6-7c6b-4ecf-a347-834926786b97.jpg
153,嘟嘟,雌,犬,小,年輕,米克斯,動物救援,103041419,,未絕育,黑,"我是啾咪嘟嘟^0<
有著活潑親人的可愛個性
對陌生人雖然還是會小小緊張
但多跟我說說話、摸摸我
我一下就可以消弭緊張感囉
快把我的編號記下
到動物之家找我玩吧~~<3",臺北市動物之家 收容編號103041419,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/060c8d2b-2bae-4bf5-a8f8-6e58b6d962a0.jpg
154,山茶花,雌,犬,中,成年,米克斯,動物救援,103040318,,未絕育,黑白,"我是山茶花
我可愛的樣子是不是有點像邊境牧羊犬呢？
但我的個性比較緊張有戒心
當我的家人要很有耐心跟愛心才能勝任喔~",臺北市動物之家 收容編號103040318,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/846e7e6f-5704-4404-bb24-1ffcdd84f63a.jpg
155,大耳,雄,犬,中,成年,米克斯,動物救援,103040217,,未絕育,黑白,"我是大耳，
我在找一個家，一個溫暖的家，有沒有人願意帶我回家呢？！
",臺北市動物之家 收容編號103040217,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/64244cc4-794c-49a8-b229-8fe68179fdda.jpg
156,黑嘉麗,雌,犬,中,成年,米克斯,動物救援,103032512,,未絕育,黑,"我是黑嘉麗
毛色黑溜溜會發亮
摸起來也超級柔順唷
比起剛到動物之家時的緊張
我真的進步超級多!!!!
現在的我還會討摸摸撒嬌喔
快帶黑嘉麗我回家
讓我好好表現吧~~~~",臺北市動物之家 收容編號103032512,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/8fca0b0d-a0d2-4ef6-80d3-823b720d4323.jpg
157,排骨(小佑),雄,犬,中,成年,米克斯,民眾拾獲,103031201,,未絕育,黃,"我是排骨
也是志工姐姐們叫的小佑
我其實是個親人又聰明的毛孩子
只是比較慢熟~而顯得害羞怕生
不過如果能夠多多互動
相信我們之間的距離一定可以越來越近唷>O<",臺北市動物之家 收容編號103031201,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/beb0768e-59dd-417d-874c-25c29cc3c1c5.jpg
158,邦邦,雄,犬,大,年輕,米克斯,動物救援,103030410,,未絕育,黑白,"我是邦邦
年紀雖然比較大
但活力依舊的邦邦
也是眼神深邃
在等待一個家的邦邦
互動後
你們更會喜歡上我的好個性喔!",臺北市動物之家 收容編號103030410,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/dd2f7481-de30-4e49-bcf3-3dd048f2095a.jpg
159,阿妮,雌,犬,小,年輕,米克斯,動物救援,103030309,,未絕育,黑,"我是阿妮
害羞內向的立耳小可愛
還小就在動物之家
與人互動的時間較少
但如果願意給我機會
說不定我的心門會因為你們而漸漸打開唷!",臺北市動物之家 收容編號103030309,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/9e548ad1-f498-47ec-99d2-2444d97b7354.jpg
160,豬尾巴金金,雌,貓,大,老年,米克斯,,103022802,,已絕育,三花,"姓名:有著可愛捲捲豬尾巴的金金

報到時間:2007年1月(預估生日 2006年)

個性:活潑、愛玩、會看人什麼時候有空,一有空就會撒嬌,比較愛摸不愛抱,較適合已有過養貓經驗的人飼養,有著捲捲豬尾巴是特色

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,,,4KG,http://163.29.39.183/uploads/images/medium/591907f4-1ce3-4dd8-9164-b7d3fa0a1ccb.jpg
161,爺比,雄,貓,中,年輕,米克斯,,103022801,,未絕育,虎斑白,"姓名：爺比
性別：小男生
年齡：預估102年9月中出生


個性:都很好、活潑、愛玩、與人親近、給摸給抱
身體狀況:已施打預防針、驅蟲、除蚤(102/11/7施打第一劑預防針、12/18施打狂犬病疫苗)

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,可,可,3KG,http://163.29.39.183/uploads/images/medium/3b723d79-eab2-42f1-9220-323719813175.jpg
162,小歐,雌,犬,中,年輕,米克斯,動物救援,103022112,,未絕育,黑,"我是小歐
是個嬌小玲瓏的可愛米克斯黑妞
個性較為內向、緊張
跟我互動需要些耐心
還有大大的愛心唷<3",臺北市動物之家 收容編號103022112,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/70cd9060-535f-4540-a57f-aea058cb9bff.jpg
163,安東尼,雄,犬,中,成年,米克斯,動物救援,103022024,,未絕育,黑,"我是安東尼
年輕有活力
希望有人可以把我帶回家
每天陪我跑跑
把我養的更加強壯^O^",臺北市動物之家 收容編號103022024,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d5e18959-432d-4773-8d35-3bf29aabd129.jpg
164,黑輪,雄,犬,小,年輕,米克斯,動物救援,103021822,,未絕育,黑,"我是黑輪，我跟大家一樣都在找家，
什麼時候才可以找到一個愛我的主人呢？！",臺北市動物之家 收容編號103021822,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d7dc5985-c1c5-4217-934f-b8cb3587a067.jpg
166,媚比琳,雌,犬,中,成年,米克斯,動物救援,103021307,,未絕育,棕,"我是媚比琳
身上的毛色很特別唷
除了美麗的棕色外
還帶點白花虎斑紋呢!
來到動物之家不知不覺也一年多的時間了
你們是懂得欣賞我的美的人嗎?
快來動物之家看看我吧~",臺北市動物之家 收容編號103021307,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d180412f-2a46-49ab-b777-e6084613ce60.jpg
167,小澤,雄,貓,中,年輕,米克斯,,103012703,,已絕育,虎斑白,"小澤
(草嶺)古道兄弟，頭上黑毛對分的是半澤(小澤)、黑毛連在一起的是直樹(小樹)，這命名想了很久，突然想到他們頭上的黑毛，很像近日很夯的半澤直樹的西裝頭。
古道兄弟/小樹(馬桶蓋)＋小澤(半分頭)

性別:男生

個性:愛吃愛玩、轉換環境會小緊張,但有得吃有得玩很快就適應了

身體狀況:已施打預防針、驅蟲、除蚤

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,,"可,貓",4KG,http://163.29.39.183/uploads/images/medium/4169125e-54a1-4723-98a2-50e653622cd9.jpg
168,小樹,雄,貓,中,年輕,米克斯,,103012702,,未絕育,虎斑白,"小樹
(草嶺)古道兄弟，頭上黑毛對分的是半澤(小澤)、黑毛連在一起的是直樹(小樹)，這命名想了很久，突然想到他們頭上的黑毛，很像近日很夯的半澤直樹的西裝頭。
古道兄弟/小樹(馬桶蓋)＋小澤(半分頭)

性別:男生

個性:愛吃愛玩、轉換環境會小緊張,但有得吃有得玩很快就適應了

身體狀況:已施打預防針、驅蟲、除蚤

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,,"可,貓",3KG,http://163.29.39.183/uploads/images/medium/8c76ec1b-5f58-4ef1-ac2b-266590cb0142.jpg
169,啾咪,雌,貓,中,年輕,米克斯,,103011401,,已絕育,黑白,"啾咪-親人愛撒嬌也活潑愛玩耍的小女生
眼睛感染,單眼有點霧霧但不影響生活
新手認養可,較活潑,家中若有過小或是行動不便的家人較不適合

約102年4月生，，已驅蟲除蚤
102/8/17 結紮、狂犬病疫苗
102/9/4 三合一預防針第一劑",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,可,可,3KG,http://163.29.39.183/uploads/images/medium/36981e27-4edc-4c29-82bd-a0eccc78f5f2.jpg
170,小綠,雌,犬,中,成年,米克斯,動物救援,103011001,,未絕育,黑,"我是小綠，是害羞內向的女生，
你願意帶我回家，給我一個全新的家嗎？！",,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d6e038fa-bad7-49bf-8027-9b45a30ec119.jpg
171,尖哨,雄,犬,中,成年,米克斯,動物救援,103010604,,未絕育,黑,"我是尖哨，我有一點害羞，
你願意包容我，當我的新主人嗎？！",臺北市動物之家 收容編號103010604,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/2f2c2527-ffe7-45a1-ac1e-950cc8f7a256.jpg
172,法蘭酥,雌,犬,小,年輕,米克斯,動物救援,103010304,,未絕育,黃,"我是害羞的法蘭酥
在動物之家不知不覺也度過了一個多年頭
較少出籠、與人互動的我顯得格外緊張
還在等著有那麼一天
會有人接納我
願意給我機會
打開我的心房給予我永遠的溫暖~",臺北市動物之家 收容編號103010304,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c4cdabc5-940e-4c07-9624-22874a9622b4.jpg
173,米老鼠,雌,犬,中,成年,米克斯,動物救援,102123002,,未絕育,黃,"削瘦

Hi~~~我是米老鼠
這張照片是正在聽志工姊姊的指令唷
我會乖乖坐下不躁動
這樣的狗狗適合你嗎?
可以先來跟我互動看看唷!",臺北市動物之家 收容編號102123002,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/cce67344-7754-4acc-8593-2b43e0fcee3f.jpg
174,流星,雌,犬,中,成年,米克斯,動物救援,102112920,,未絕育,虎斑,"我是流星
雖然皮膚的狀況時好時壞
但我每天都一直一直努力的進步喔~
個性也越來越親人~
趕快來帶這麼努力生活的我回家吧~",臺北市動物之家 收容編號102112920,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/a259aecf-1f0e-424b-9003-d5106b065e1b.jpg
175,地瓜,雄,貓,大,年輕,米克斯,動物救援,102111818,158097007474768,未絕育,黃虎斑,大家好!我是沒幾顆牙的地瓜，因為有點年紀了!加上牙齒不好，所以脾氣有些暴躁，如果您可以接納我，請快來帶我回家!讓我可以舒服自在的養老吧!!,臺北市動物之家 收容編號102111818,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/49f70f64-986f-4138-8938-6ec553234aa3.jpg
176,POLLY,雌,貓,小,年輕,米克斯,,102090204,,已絕育,虎斑白,"姓名:POLLY

性別:女生

個性:較文靜、之前差點死翹翹,已從鬼門關繞回來了,之後再調養會更加圓胖

註:認養人需年滿21歲,學生需家長同意,需能接受認養前家庭探訪(大台北地區優先)、確定認養時需能接受簽立認養切結書、晶片轉讓登記、捐款
",臺北市流浪貓保護協會,0227261079,jingyi@so-net.net.tw,可,可,2.5KG,http://163.29.39.183/uploads/images/medium/6e5324af-dbe2-489c-8d81-eda84cf7f1e7.jpg
177,布萊克,雄,犬,幼,幼齡,米克斯,動物救援,102082306,,未絕育,黑,"皮膚病
我想要回新家啦！我是布萊克，，渴望有個新家、新主人！！",臺北市動物之家 收容編號102082306,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/684c9384-a223-488b-952d-256d9c41468e.jpg
184,小穩,雌,貓,中,成年,米克斯,,101122502,,未絕育,咖啡,"姓名:混阿比的小穩
年紀:預估2007年生的(2008年8月報到已1歲)
個性:因為是混阿比西尼亞,有著阿比的外貌跟什麼事都要湊一腳的個性,非常喜歡人,很愛湊熱鬧的個性,走到那跟到那,非常適合喜歡貓陪著做事&生活的人,也因為這種個性,比較需要能較長時間給貓陪的人跟喜歡小貓個性的認養人,活潑、愛玩、像小孩子的個性,隨便一個逗貓棒或玩具就可以讓牠玩到瘋狂,不怕生,不怕貓(憨膽),家中有過小或年紀較長及行動不便者不適合
體格:從來時就眼睛有一隻霧霧,脊椎有點側彎,因為從小到成年都在籠子裡長大,導致牠走路都是用轉圈圈的方式在走,剛來時連跳台都不會跳,睡覺只會睡在砂盆裡,目前都會正確使用貓砂盆,也會用跳台了,已絕育

需年滿21歲,學生需家長同意,需能接受認養前探訪(大台北優先)",臺北市流浪貓保護協會,0227261079,jingyi@so-net.net.tw,"可,國小三年級以上較OK","可,貓",4KG,http://163.29.39.183/uploads/images/medium/6b1d24cb-135b-4b93-aa20-6f6b5d0d9d88.jpg
178,堇咩咩,雌,貓,幼,幼齡,米克斯,,102081309,,未絕育,三花,"姓名:蘭堇(又名堇咩咩)

性別:任性的小女生

年紀:預估約102年1月-2月出生

個性自high活潑、不喜歡貓、會欺負大貓、非常愛玩、小時候被揀到時是失溫脫水、目前無健康上問題、個性比較自我為中心、會坐大腿跟舔人(但不喜歡被強迫抱)

已除蚤、已施打預防針

註:認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、需能接受簽立認養切結書、晶片登記",臺北市流浪貓保護協會,0227261079,jingyi@so-net.net.tw,可,不建議(會欺負貓),3KG,http://163.29.39.183/uploads/images/medium/0b3c6c13-ef38-4f83-af36-a738563393c4.jpg
179,佳佳,雌,犬,中,成年,米克斯,動物救援,102080116,,未絕育,黑,"我是愛笑的佳佳
笑起來是不是很甜美呀~~<3
個性溫馴的我在動物之家也待了一年多的時間
我已經完成絕育還有晶片的施打囉
趕快帶我回家陪伴你們吧!",臺北市動物之家 收容編號102080116,02-87913062,tcapoa8@mail.taipei.gov.tw,,,15KG,http://163.29.39.183/uploads/images/medium/d936346d-7f5d-412c-acbd-f9d2372b173d.jpg
